"aquaticSiteType","siteID","locationID","year","samplingImpractical","habitatType","samplerType","targetTaxaPresent","chemSubsampleID","sampleCollected","benthicArea","sampleDepth","growthForm","taxonID","class","arealAdjDryMass","arealAdjAshFreeDryMass","biomass","type"
"lake","CRAM","P2",2021,NA,"littoral","rake","Y","CRAM.20210708.AP2.P2.CN","Y",1.6,2.9,"submerged","DRADA","Bryopsida",8.75,7.61,7.61,"plant"
"lake","CRAM","P2",2021,NA,"littoral","rake","Y","CRAM.20210708.AP1.P2.CN","Y",1.6,2.9,"submerged","ISLA","Lycopodiopsida",0.96,0.78,0.78,"plant"
"lake","CRAM","P2",2021,NA,"littoral","rake","Y",NA,"Y",1.6,2.9,"submerged","ELEOC","Liliopsida",0.02,0.01,0.01,"plant"
"lake","CRAM","P3",2021,NA,"littoral","rake","Y","CRAM.20210708.AP1.P3.CN","Y",1.6,4.9,"submerged","DRADA","Bryopsida",4.55,4.22,4.22,"plant"
"lake","CRAM","P4",2021,NA,"littoral","rake","Y","CRAM.20210708.AP2.P4.CN","Y",1.6,2.4,"submerged","DRADA","Bryopsida",9.83,8.37,8.37,"plant"
"lake","CRAM","P4",2021,NA,"littoral","rake","Y","CRAM.20210708.AP3.P4.CN","Y",1.6,2.4,"submerged","ISLA","Lycopodiopsida",1.32,1.06,1.06,"plant"
"lake","CRAM","P4",2021,NA,"littoral","rake","Y","CRAM.20210708.AP1.P4.CN","Y",1.6,2.4,"submerged","SPAN2","Liliopsida",0.49,0.38,0.38,"plant"
"lake","CRAM","P5",2021,NA,"littoral","rake","Y","CRAM.20210708.AP2.P5.CN","Y",1.6,2.4,"submerged","SPAN2","Liliopsida",0.13,0.1,0.1,"plant"
"lake","CRAM","P5",2021,NA,"littoral","rake","Y","CRAM.20210708.AP1.P5.CN","Y",1.6,2.4,"submerged","ISLA","Lycopodiopsida",1.23,0.93,0.93,"plant"
"lake","CRAM","P5",2021,NA,"littoral","rake","Y","CRAM.20210708.AP3.P5.CN","Y",1.6,2.4,"submerged","NUPHA","Magnoliopsida",0.06,0.06,0.06,"plant"
"lake","CRAM","P6",2021,NA,"littoral","rake","Y","CRAM.20210708.AP1.P6.CN","Y",1.6,5.9,"submerged","DRADA","Bryopsida",8.94,8.33,8.33,"plant"
"lake","CRAM","P7",2021,NA,"littoral","rake","Y","CRAM.20210708.AP3.P7.CN","Y",1.6,2,"submerged","ELAC","Liliopsida",0.57,0.43,0.43,"plant"
"lake","CRAM","P7",2021,NA,"littoral","rake","Y","CRAM.20210708.AP1.P7.CN","Y",1.6,2,"submerged","BRSC","Magnoliopsida",2.04,1.87,1.87,"plant"
"lake","CRAM","P7",2021,NA,"littoral","rake","Y","CRAM.20210708.AP4.P7.CN","Y",1.6,2,"submerged","SACR4","Liliopsida",0.09,0.08,0.08,"plant"
"lake","CRAM","P7",2021,NA,"littoral","rake","Y","CRAM.20210708.AP2.P7.CN","Y",1.6,2,"submerged","ISLA","Lycopodiopsida",1.51,1.24,1.24,"plant"
"lake","CRAM","P8",2021,NA,"littoral","rake","Y","CRAM.20210708.AP3.P8.CN","Y",1.6,2.5,"submerged","SPAN2","Liliopsida",0.05,0.04,0.04,"plant"
"lake","CRAM","P8",2021,NA,"littoral","rake","Y","CRAM.20210708.AP1.P8.CN","Y",1.6,2.5,"submerged","BRSC","Magnoliopsida",1.24,1.12,1.12,"plant"
"lake","CRAM","P8",2021,NA,"littoral","rake","Y","CRAM.20210708.AP2.P8.CN","Y",1.6,2.5,"submerged","ISLA","Lycopodiopsida",0.78,0.61,0.61,"plant"
"lake","CRAM","P9",2021,NA,"littoral","rake","N",NA,NA,1.6,7.1,NA,NA,NA,NA,NA,NA,"plant"
"lake","CRAM","P10",2021,NA,"littoral","rake","Y","CRAM.20210708.AP3.P10.CN","Y",1.6,2.5,"submerged","ISLA","Lycopodiopsida",0.15,0.12,0.12,"plant"
"lake","CRAM","P10",2021,NA,"littoral","rake","Y","CRAM.20210708.AP4.P10.CN","Y",1.6,2.5,"submerged","ELAC","Liliopsida",0.32,0.23,0.23,"plant"
"lake","CRAM","P10",2021,NA,"littoral","rake","Y",NA,"Y",1.6,2.5,"submerged","SACR4","Liliopsida",0.01,0,0,"plant"
"lake","CRAM","P10",2021,NA,"littoral","rake","Y",NA,"Y",1.6,2.5,"submerged","DRADA","Bryopsida",0.02,0.01,0.01,"plant"
"lake","CRAM","P1",2022,NA,"littoral","rake","Y","CRAM.20220714.AP1.P1.CN","Y",1.6,6.2,"submerged","DRADA","Bryopsida",5.14,4.78,4.78,"plant"
"lake","CRAM","P2",2022,NA,"littoral","rake","Y","CRAM.20220714.AP1.P2.CN","Y",1.6,4.9,"submerged","DRADA","Bryopsida",15.22,14.35,14.35,"plant"
"lake","CRAM","P3",2022,NA,"littoral","rake","Y","CRAM.20220714.AP1.P3.CN","Y",1.6,6.2,"submerged","DRADA","Bryopsida",6.05,5.66,5.66,"plant"
"lake","CRAM","P4",2022,NA,"littoral","rake","Y","CRAM.20220714.AP2.P4.CN","Y",1.6,2.2,"submerged","ISTE5","Lycopodiopsida",0.23,0.18,0.18,"plant"
"lake","CRAM","P4",2022,NA,"littoral","rake","Y","CRAM.20220714.AP3.P4.CN","Y",1.6,2.2,"submerged","MYTE","Magnoliopsida",2.06,1.66,1.66,"plant"
"lake","CRAM","P4",2022,NA,"littoral","rake","Y","CRAM.20220714.AP1.P4.CN","Y",1.6,2.2,"submerged","DRADA","Bryopsida",0.24,0.19,0.19,"plant"
"lake","CRAM","P5",2022,NA,"littoral","rake","Y","CRAM.20220714.AP1.P5.CN","Y",1.6,4.9,"submerged","DRADA","Bryopsida",0,0,0,"plant"
"lake","CRAM","P6",2022,NA,"littoral","rake","Y","CRAM.20220714.AP1.P6.CN","Y",1.6,3.5,"submerged","ISTE5","Lycopodiopsida",0.23,0.14,0.14,"plant"
"lake","CRAM","P7",2022,NA,"littoral","rake","Y","CRAM.20220714.AP4.P7.CN","Y",1.6,1.7,"submerged","NYOD","Magnoliopsida",0.2,0.18,0.18,"plant"
"lake","CRAM","P7",2022,NA,"littoral","rake","Y","CRAM.20220714.AP1.P7.CN","Y",1.6,1.7,"submerged","POCO14","Liliopsida",0,0,0,"plant"
"lake","CRAM","P7",2022,NA,"littoral","rake","Y","CRAM.20220714.AP2.P7.CN","Y",1.6,1.7,"submerged","UTRE","Magnoliopsida",0.04,0.03,0.03,"plant"
"lake","CRAM","P7",2022,NA,"littoral","rake","Y","CRAM.20220714.AP3.P7.CN","Y",1.6,1.7,"submerged","ISTE5","Lycopodiopsida",0.13,0.08,0.08,"plant"
"lake","CRAM","P8",2022,NA,"littoral","rake","N",NA,NA,1.6,2.6,NA,NA,NA,NA,NA,NA,"plant"
"lake","CRAM","P9",2022,NA,"littoral","rake","Y","CRAM.20220714.AP2.P9.CN","Y",1.6,2.5,"submerged","BRSC","Magnoliopsida",0.03,0.02,0.02,"plant"
"lake","CRAM","P9",2022,NA,"littoral","rake","Y","CRAM.20220714.AP1.P9.CN","Y",1.6,2.5,"submerged","ISTE5","Lycopodiopsida",0.11,0.09,0.09,"plant"
"lake","CRAM","P10",2022,NA,"littoral","rake","Y","CRAM.20220714.AP2.P10.CN","Y",1.6,1.9,"submerged","BRSC","Magnoliopsida",1.24,1.16,1.16,"plant"
"lake","CRAM","P10",2022,NA,"littoral","rake","Y","CRAM.20220714.AP3.P10.CN","Y",1.6,1.9,"submerged","DRADA","Bryopsida",4.77,4.1,4.1,"plant"
"lake","CRAM","P10",2022,NA,"littoral","rake","Y","CRAM.20220714.AP1.P10.CN","Y",1.6,1.9,"submerged","VAAM3","Liliopsida",0.74,0.62,0.62,"plant"
"lake","CRAM","P10",2022,NA,"littoral","rake","Y","CRAM.20220714.AP4.P10.CN","Y",1.6,1.9,"submerged","POTAM","Liliopsida",0.23,0.19,0.19,"plant"
"lake","LIRO","P1",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.9,"emergent","GLCA","Liliopsida",0.45,0.42,0.42,"plant"
"lake","LIRO","P1",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.9,"emergent","UTGE","Magnoliopsida",0.1,0.09,0.09,"plant"
"lake","LIRO","P1",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.9,"emergent","UNKALG",NA,NA,NA,NA,"plant"
"lake","LIRO","P1",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.9,"emergent","DUAR3","Liliopsida",0.7,0.67,0.67,"plant"
"lake","LIRO","P1",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.9,"emergent","ERAQ2","Liliopsida",0.03,0.03,0.03,"plant"
"lake","LIRO","P1",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.9,"emergent","ISOET","Lycopodiopsida",NA,NA,NA,"plant"
"lake","LIRO","P2",2017,NA,"littoral","rake","N",NA,NA,1.6,5.7,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P3",2017,NA,"littoral","rake","Y",NA,"Y",1.6,4.5,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","LIRO","P4",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.6,"emergent","CAPA52","Magnoliopsida",0.02,0.02,0.02,"plant"
"lake","LIRO","P4",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.6,"emergent","SCTA2","Liliopsida",11.11,10.63,10.63,"plant"
"lake","LIRO","P4",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.6,"emergent","GLCA","Liliopsida",8.44,8.04,8.04,"plant"
"lake","LIRO","P4",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.6,"emergent","GLCA","Liliopsida",1.72,1.64,1.64,"plant"
"lake","LIRO","P4",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.6,"emergent","CYPERA","Liliopsida",NA,NA,NA,"plant"
"lake","LIRO","P4",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.6,"emergent","UNKALG",NA,NA,NA,NA,"plant"
"lake","LIRO","P4",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.6,"emergent","CHCA2","Magnoliopsida",7.8,7.68,7.68,"plant"
"lake","LIRO","P4",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.6,"emergent","UTGE","Magnoliopsida",0.06,0.05,0.05,"plant"
"lake","LIRO","P4",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.6,"emergent","POACEA","Liliopsida",6,5.77,5.77,"plant"
"lake","LIRO","P4",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.6,"emergent","MYTE","Magnoliopsida",0.03,0.03,0.03,"plant"
"lake","LIRO","P4",2017,NA,"littoral","rake","Y",NA,"Y",1.6,0.6,"emergent","2PLANT",NA,NA,NA,NA,"plant"
"lake","LIRO","P5",2017,NA,"littoral","rake","N",NA,NA,1.6,5.6,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P6",2017,NA,"littoral","rake","Y",NA,"Y",1.6,3.7,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","LIRO","P7",2017,NA,"littoral","rake","Y",NA,"Y",1.6,1.6,NA,"UNKALG",NA,NA,NA,NA,"plant"
"lake","LIRO","P7",2017,NA,"littoral","rake","Y",NA,"Y",1.6,1.6,NA,"ISOET","Lycopodiopsida",0.11,0.09,0.09,"plant"
"lake","LIRO","P7",2017,NA,"littoral","rake","Y",NA,"Y",1.6,1.6,NA,"ERAQ2","Liliopsida",1.17,1,1,"plant"
"lake","LIRO","P7",2017,NA,"littoral","rake","Y",NA,"Y",1.6,1.6,NA,"2PLANT",NA,0,0,0,"plant"
"lake","LIRO","P8",2017,NA,"littoral","rake","N",NA,NA,1.6,4.5,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P9",2017,NA,"littoral","rake","Y",NA,"Y",1.6,5.4,"submerged","2PLANT",NA,NA,NA,NA,"plant"
"lake","LIRO","P10",2017,NA,"littoral","rake","N",NA,NA,1.6,3.4,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P4",2018,NA,"littoral","rake","N",NA,NA,1.6,9.5,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P5",2018,NA,"littoral","rake","Y","LIRO.20180718.ISLA.P5","Y",1.6,1.4,"submerged","ISLA","Lycopodiopsida",1.15,0.77,0.77,"plant"
"lake","LIRO","P10",2018,NA,"littoral","rake","N",NA,NA,1.6,4.2,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P9",2018,NA,"littoral","rake","Y",NA,"Y",1.6,2.9,NA,"2PLANT",NA,NA,NA,NA,"plant"
"lake","LIRO","P8",2018,NA,"littoral","rake","N",NA,NA,1.6,4.2,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P3",2018,NA,"littoral","rake","N",NA,NA,1.6,2.8,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P2",2018,NA,"littoral","rake","Y","LIRO.20180718.UTGE.P2","Y",1.6,2.1,NA,"UTGE","Magnoliopsida",0.4,0.33,0.33,"plant"
"lake","LIRO","P7",2018,NA,"littoral","rake","Y",NA,"Y",1.6,6.4,"submerged","2PLANT",NA,3.48,3.12,3.12,"plant"
"lake","LIRO","P6",2018,NA,"littoral","rake","N",NA,NA,1.6,7.4,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P1",2018,NA,"littoral","rake","N",NA,NA,1.6,1.6,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P1",2019,NA,"littoral","rake","N",NA,NA,1.6,2,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P2",2019,NA,"littoral","rake","Y",NA,"Y",1.6,4.6,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","LIRO","P3",2019,NA,"littoral","rake","N",NA,NA,1.6,4.4,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P4",2019,NA,"littoral","rake","Y","LIRO.20190717.ISTE5.P4","Y",1.6,1.3,"submerged","ISTE5","Lycopodiopsida",1.42,1.15,1.15,"plant"
"lake","LIRO","P4",2019,NA,"littoral","rake","Y",NA,"Y",1.6,1.3,"submerged","ERAQ2","Liliopsida",0.2,0.17,0.17,"plant"
"lake","LIRO","P4",2019,NA,"littoral","rake","Y",NA,"Y",1.6,1.3,"submerged","UTMA","Magnoliopsida",0.17,0.14,0.14,"plant"
"lake","LIRO","P4",2019,NA,"littoral","rake","Y",NA,"Y",1.6,1.3,"submerged","UNKALG",NA,1.59,1.09,1.09,"plant"
"lake","LIRO","P5",2019,NA,"littoral","rake","Y",NA,"Y",1.6,1.3,"submerged","CALLI6","Magnoliopsida",0.01,0.01,0.01,"plant"
"lake","LIRO","P5",2019,NA,"littoral","rake","Y",NA,"Y",1.6,1.3,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","LIRO","P5",2019,NA,"littoral","rake","Y",NA,"Y",1.6,1.3,"submerged","ERAQ2","Liliopsida",0.29,0.2,0.2,"plant"
"lake","LIRO","P5",2019,NA,"littoral","rake","Y",NA,"Y",1.6,1.3,"submerged","ISTE5","Lycopodiopsida",0.7,0.44,0.44,"plant"
"lake","LIRO","P6",2019,NA,"littoral","rake","N",NA,NA,1.6,3.2,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P7",2019,NA,"littoral","rake","Y",NA,"Y",1.6,2,"submerged","CALLI6","Magnoliopsida",0.03,0.02,0.02,"plant"
"lake","LIRO","P7",2019,NA,"littoral","rake","Y",NA,"Y",1.6,2,"submerged","UNKALG",NA,NA,NA,NA,"plant"
"lake","LIRO","P7",2019,NA,"littoral","rake","Y",NA,"Y",1.6,2,"submerged","ISTE5","Lycopodiopsida",0.09,0.06,0.06,"plant"
"lake","LIRO","P8",2019,NA,"littoral","rake","N",NA,NA,1.6,4.6,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P9",2019,NA,"littoral","rake","N",NA,NA,1.6,4.6,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P10",2019,NA,"littoral","rake","N",NA,NA,1.6,6.5,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P1",2020,NA,"littoral","rake","Y",NA,"Y",1.6,2.8,"submerged","UTMA","Magnoliopsida",0.07,0.05,0.05,"plant"
"lake","LIRO","P1",2020,NA,"littoral","rake","Y","LIRO.20200720.ISOET.P1","Y",1.6,2.8,"submerged","ISOET","Lycopodiopsida",0.53,0.4,0.4,"plant"
"lake","LIRO","P2",2020,NA,"littoral","rake","Y",NA,"Y",1.6,3.2,"submerged","ISOET","Lycopodiopsida",0.21,0.15,0.15,"plant"
"lake","LIRO","P3",2020,NA,"littoral","rake","Y",NA,"Y",1.6,1.2,"submerged","UTMA","Magnoliopsida",0.06,0.05,0.05,"plant"
"lake","LIRO","P3",2020,NA,"littoral","rake","Y",NA,"Y",1.6,1.2,"submerged","ISOET","Lycopodiopsida",0,0,0,"plant"
"lake","LIRO","P4",2020,NA,"littoral","rake","N",NA,NA,1.6,3,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P5",2020,NA,"littoral","rake","N",NA,NA,1.6,6.4,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P6",2020,NA,"littoral","rake","N",NA,NA,1.6,5.3,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P7",2020,NA,"littoral","rake","Y",NA,"Y",1.6,5.7,"submerged","DRADA","Bryopsida",0.03,0.03,0.03,"plant"
"lake","LIRO","P8",2020,NA,"littoral","rake","N",NA,NA,1.6,5.9,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P9",2020,NA,"littoral","rake","N",NA,NA,1.6,2.3,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P10",2020,NA,"littoral","rake","N",NA,NA,1.6,4.1,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P1",2021,NA,"littoral","rake","N",NA,NA,1.6,2.9,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P2",2021,NA,"littoral","rake","Y","LIRO.20210715.AP2.P2.CN","Y",1.6,1.4,"submerged","ERAQ2","Liliopsida",0.95,0.78,0.78,"plant"
"lake","LIRO","P2",2021,NA,"littoral","rake","Y","LIRO.20210715.AP1.P2.CN","Y",1.6,1.4,"submerged","ISTE5","Lycopodiopsida",0.08,0.06,0.06,"plant"
"lake","LIRO","P3",2021,NA,"littoral","rake","Y","LIRO.20210715.AP1.P3.CN","Y",1.6,2.2,"submerged","MYTE","Magnoliopsida",0.5,0.38,0.38,"plant"
"lake","LIRO","P4",2021,NA,"littoral","rake","N",NA,NA,1.6,5.5,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P5",2021,NA,"littoral","rake","Y","LIRO.20210715.AP1.P5.CN","Y",1.6,2.6,"submerged","ISTE5","Lycopodiopsida",1.42,1.13,1.13,"plant"
"lake","LIRO","P6",2021,NA,"littoral","rake","N",NA,NA,1.6,2.2,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P7",2021,NA,"littoral","rake","Y",NA,"Y",1.6,1.3,"submerged","GRAU","Magnoliopsida",0,0,0,"plant"
"lake","LIRO","P7",2021,NA,"littoral","rake","Y",NA,"Y",1.6,1.3,"submerged","ISTE5","Lycopodiopsida",0.04,0.03,0.03,"plant"
"lake","LIRO","P7",2021,NA,"littoral","rake","Y",NA,"Y",1.6,1.3,"submerged","UTMA","Magnoliopsida",0.02,0.01,0.01,"plant"
"lake","LIRO","P7",2021,NA,"littoral","rake","Y","LIRO.20210715.AP3.P7.CN","Y",1.6,1.3,"submerged","ERAQ2","Liliopsida",1.06,0.87,0.87,"plant"
"lake","LIRO","P8",2021,NA,"littoral","rake","N",NA,NA,1.6,5,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P9",2021,NA,"littoral","rake","Y",NA,"Y",1.6,1.6,"submerged","GRAU","Magnoliopsida",0.01,0,0,"plant"
"lake","LIRO","P9",2021,NA,"littoral","rake","Y","LIRO.20210715.AP1.P9.CN","Y",1.6,1.6,"submerged","ISTE5","Lycopodiopsida",0.08,0.06,0.06,"plant"
"lake","LIRO","P9",2021,NA,"littoral","rake","Y","LIRO.20210715.AP3.P9.CN","Y",1.6,1.6,"submerged","ERAQ2","Liliopsida",0.11,0.09,0.09,"plant"
"lake","LIRO","P10",2021,NA,"littoral","rake","Y","LIRO.20210715.AP3.P10.CN","Y",1.6,1.1,"submerged","UTMA","Magnoliopsida",0.24,0.2,0.2,"plant"
"lake","LIRO","P10",2021,NA,"littoral","rake","Y","LIRO.20210715.AP2.P10.CN","Y",1.6,1.1,"submerged","ERAQ2","Liliopsida",1.26,1,1,"plant"
"lake","LIRO","P10",2021,NA,"littoral","rake","Y","LIRO.20210715.AP1.P10.CN","Y",1.6,1.1,"submerged","SPARG","Liliopsida",1.06,0.95,0.95,"plant"
"lake","LIRO","P10",2021,NA,"littoral","rake","Y",NA,"Y",1.6,1.1,"submerged","GRAU","Magnoliopsida",0.02,0.01,0.01,"plant"
"lake","LIRO","P1",2022,NA,"littoral","rake","Y","LIRO.20220707.AP2.P1.CN","Y",1.6,1.1,"submerged","ERAQ2","Liliopsida",0.43,0.3,0.3,"plant"
"lake","LIRO","P1",2022,NA,"littoral","rake","Y","LIRO.20220707.AP3.P1.CN","Y",1.6,1.1,"submerged","LODO","Magnoliopsida",0.4,0.31,0.31,"plant"
"lake","LIRO","P1",2022,NA,"littoral","rake","Y","LIRO.20220707.AP1.P1.CN","Y",1.6,1.1,"submerged","UTMA","Magnoliopsida",0.73,0.48,0.48,"plant"
"lake","LIRO","P1",2022,NA,"littoral","rake","Y","LIRO.20220707.AP4.P1.CN","Y",1.6,1.1,"submerged","GRAU","Magnoliopsida",0.34,0.24,0.24,"plant"
"lake","LIRO","P2",2022,NA,"littoral","rake","Y","LIRO.20220707.AP2.P2.CN","Y",1.6,0.9,"submerged","ERAQ2","Liliopsida",0.15,0.11,0.11,"plant"
"lake","LIRO","P2",2022,NA,"littoral","rake","Y","LIRO.20220707.AP1.P2.CN","Y",1.6,0.9,"submerged","LODO","Magnoliopsida",0.02,0.02,0.02,"plant"
"lake","LIRO","P3",2022,NA,"littoral","rake","Y","LIRO.20220707.AP1.P3.CN","Y",1.6,0.5,"floating-leaved","ERAQ2","Liliopsida",0.04,0.03,0.03,"plant"
"lake","LIRO","P3",2022,NA,"littoral","rake","Y","LIRO.20220707.AP2.P3.CN","Y",1.6,0.5,"floating-leaved","SPAN2","Liliopsida",1.29,1.15,1.15,"plant"
"lake","LIRO","P4",2022,NA,"littoral","rake","Y","LIRO.20220707.AP1.P4.CN","Y",1.6,2,NA,"ISTE5","Lycopodiopsida",0.08,0.06,0.06,"plant"
"lake","LIRO","P5",2022,NA,"littoral","rake","N",NA,NA,1.6,4.9,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P6",2022,NA,"littoral","rake","N",NA,NA,1.6,2.6,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P7",2022,NA,"littoral","rake","N",NA,NA,1.6,2.4,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P8",2022,NA,"littoral","rake","N",NA,NA,1.6,2.6,NA,NA,NA,NA,NA,NA,"plant"
"lake","LIRO","P9",2022,NA,"littoral","rake","Y","LIRO.20220707.AP1.P9.CN","Y",1.6,3.9,"submerged","UTMA","Magnoliopsida",0.01,0.01,0.01,"plant"
"lake","LIRO","P10",2022,NA,"littoral","rake","Y","LIRO.20220707.AP1.P10.CN","Y",1.6,0.7,"submerged","GRAU","Magnoliopsida",0.07,0.05,0.05,"plant"
"stream","KING","Q3",2016,NA,"pool","quadrat, benthic","N",NA,"N",0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q4",2016,NA,"run","quadrat, benthic","N",NA,"N",0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q8",2016,NA,"riffle","quadrat, benthic","N",NA,"N",0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q7",2016,NA,"pool","quadrat, benthic","N",NA,"N",0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q9",2016,NA,"riffle","quadrat, benthic","N",NA,"N",0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q6",2016,NA,"riffle","quadrat, benthic","N",NA,"N",0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q5",2016,NA,"pool","quadrat, benthic","N",NA,"N",0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q2",2016,NA,"run","quadrat, benthic","N",NA,"N",0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q10",2016,NA,"riffle","quadrat, benthic","N",NA,"N",0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q1",2016,NA,"riffle","quadrat, benthic","N",NA,"N",0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q1",2017,NA,"run","quadrat, benthic","N",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q2",2017,NA,"run","quadrat, benthic","N",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q3",2017,NA,"run","quadrat, benthic","N",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q4",2017,NA,"run","quadrat, benthic","N",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q5",2017,NA,"riffle","quadrat, benthic","Y",NA,"Y",0.25,NA,"submerged","UNKALG",NA,22.47,12.89,12.89,"plant"
"stream","KING","Q6",2017,NA,"run","quadrat, benthic","N",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q7",2017,NA,"run","quadrat, benthic","N",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q8",2017,"location dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q9",2017,NA,"pool","quadrat, benthic","N",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q10",2017,"location dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q10",2018,"location dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q8",2018,"location dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q9",2018,"location dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q7",2018,"location dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q4",2018,"location dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q5",2018,"location dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q6",2018,"location dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q3",2018,"location dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q1",2018,"location dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q2",2018,"location dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"plant"
"stream","KING","Q1",2019,NA,"riffle","quadrat, benthic","N",NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,"plant"
